qid,contrast,metric,full_mean_difference,leave_one_out_mean_difference,removed_query_difference
156493,rars_minus_pca,ndcg@10,0.006601414867256809,0.007000062398175471,-0.009743133900408374
1110199,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
1063750,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
130510,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
489204,rars_minus_pca,ndcg@10,0.006601414867256809,0.006889735884413297,-0.0052197468361592225
573724,rars_minus_pca,ndcg@10,0.006601414867256809,0.007056600485285324,-0.012061195471912312
168216,rars_minus_pca,ndcg@10,0.006601414867256809,0.006156347181594303,0.02484918997941954
1133167,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
527433,rars_minus_pca,ndcg@10,0.006601414867256809,0.00685760405021247,-0.0039023416339253325
1037798,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
915593,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
264014,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
1121402,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
962179,rars_minus_pca,ndcg@10,0.006601414867256809,0.014456690273427187,-0.3154648767857287
1117099,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
148538,rars_minus_pca,ndcg@10,0.006601414867256809,0.008012932624945492,-0.05127081319797916
451602,rars_minus_pca,ndcg@10,0.006601414867256809,0.003340795003708621,0.1402868292727325
359349,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
1115776,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
1112341,rars_minus_pca,ndcg@10,0.006601414867256809,0.005798906335983374,0.0395042646494676
131843,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
104861,rars_minus_pca,ndcg@10,0.006601414867256809,0.006826655114151788,-0.0026334352554373552
833860,rars_minus_pca,ndcg@10,0.006601414867256809,0.007159978986032513,-0.01629971400254704
207786,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
1114819,rars_minus_pca,ndcg@10,0.006601414867256809,0.006699137700920773,0.0025947786870342826
183378,rars_minus_pca,ndcg@10,0.006601414867256809,0.006981133450406928,-0.008967047041898102
1106007,rars_minus_pca,ndcg@10,0.006601414867256809,0.006659641064246247,0.004214140790689824
1124210,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
490595,rars_minus_pca,ndcg@10,0.006601414867256809,0.006516360973668563,0.010088624504374866
1103812,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
87181,rars_minus_pca,ndcg@10,0.006601414867256809,0.00742796212371048,-0.02728702264734373
443396,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
87452,rars_minus_pca,ndcg@10,0.006601414867256809,0.001957935585716084,0.1969840654104265
855410,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
1114646,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
19335,rars_minus_pca,ndcg@10,0.006601414867256809,-0.0005974080872899203,0.3017531560036727
47923,rars_minus_pca,ndcg@10,0.006601414867256809,0.00684879770447314,-0.003541281458612766
405717,rars_minus_pca,ndcg@10,0.006601414867256809,0.006629850633851885,0.005435548436858673
182539,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
1113437,rars_minus_pca,ndcg@10,0.006601414867256809,0.006732637894702546,0.0012212707419815838
1129237,rars_minus_pca,ndcg@10,0.006601414867256809,0.006762424985970389,0.0
146187,rars_minus_pca,ndcg@10,0.006601414867256809,0.00659856732304161,0.006718164180079977
156493,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1110199,pca_minus_base,recall@10,-0.0061798444006499606,-0.0022655316624544323,-0.16666666666666663
1063750,pca_minus_base,recall@10,-0.0061798444006499606,-0.007581354051447553,0.051282051282051294
130510,pca_minus_base,recall@10,-0.0061798444006499606,-0.001452523532373129,-0.20000000000000007
489204,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
573724,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
168216,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1133167,pca_minus_base,recall@10,-0.0061798444006499606,-0.0070696706129348445,0.030303030303030276
527433,pca_minus_base,recall@10,-0.0061798444006499606,-0.008547867213082665,0.09090909090909094
1037798,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
915593,pca_minus_base,recall@10,-0.0061798444006499606,-0.007956588573023539,0.06666666666666671
264014,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1121402,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
962179,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1117099,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
148538,pca_minus_base,recall@10,-0.0061798444006499606,-0.009814892870352226,0.1428571428571429
451602,pca_minus_base,recall@10,-0.0061798444006499606,-0.007765292542416173,0.0588235294117647
359349,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1115776,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1112341,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
131843,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
104861,pca_minus_base,recall@10,-0.0061798444006499606,-0.0038915479226170335,-0.09999999999999998
833860,pca_minus_base,recall@10,-0.0061798444006499606,-0.009379352800665814,0.125
207786,pca_minus_base,recall@10,-0.0061798444006499606,-0.00226553166245443,-0.1666666666666667
1114819,pca_minus_base,recall@10,-0.0061798444006499606,-0.006989768094007935,0.027027027027027
183378,pca_minus_base,recall@10,-0.0061798444006499606,-0.00717161520604849,0.034482758620689696
1106007,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1124210,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
490595,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1103812,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
87181,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
443396,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
87452,pca_minus_base,recall@10,-0.0061798444006499606,-0.0014525235323731315,-0.19999999999999996
855410,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1114646,pca_minus_base,recall@10,-0.0061798444006499606,-0.009379352800665814,0.125
19335,pca_minus_base,recall@10,-0.0061798444006499606,-0.00023301133725117933,-0.25
47923,pca_minus_base,recall@10,-0.0061798444006499606,-0.008072732591606582,0.07142857142857151
405717,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
182539,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1113437,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
1129237,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
146187,pca_minus_base,recall@10,-0.0061798444006499606,-0.0063305723128609355,0.0
156493,pca_minus_base,success@10,0.0,0.0,0.0
1110199,pca_minus_base,success@10,0.0,0.0,0.0
1063750,pca_minus_base,success@10,0.0,0.0,0.0
130510,pca_minus_base,success@10,0.0,0.0,0.0
489204,pca_minus_base,success@10,0.0,0.0,0.0
573724,pca_minus_base,success@10,0.0,0.0,0.0
168216,pca_minus_base,success@10,0.0,0.0,0.0
1133167,pca_minus_base,success@10,0.0,0.0,0.0
527433,pca_minus_base,success@10,0.0,0.0,0.0
1037798,pca_minus_base,success@10,0.0,0.0,0.0
915593,pca_minus_base,success@10,0.0,0.0,0.0
264014,pca_minus_base,success@10,0.0,0.0,0.0
1121402,pca_minus_base,success@10,0.0,0.0,0.0
962179,pca_minus_base,success@10,0.0,0.0,0.0
1117099,pca_minus_base,success@10,0.0,0.0,0.0
148538,pca_minus_base,success@10,0.0,0.0,0.0
451602,pca_minus_base,success@10,0.0,0.0,0.0
359349,pca_minus_base,success@10,0.0,0.0,0.0
1115776,pca_minus_base,success@10,0.0,0.0,0.0
1112341,pca_minus_base,success@10,0.0,0.0,0.0
131843,pca_minus_base,success@10,0.0,0.0,0.0
104861,pca_minus_base,success@10,0.0,0.0,0.0
833860,pca_minus_base,success@10,0.0,0.0,0.0
207786,pca_minus_base,success@10,0.0,0.0,0.0
1114819,pca_minus_base,success@10,0.0,0.0,0.0
183378,pca_minus_base,success@10,0.0,0.0,0.0
1106007,pca_minus_base,success@10,0.0,0.0,0.0
1124210,pca_minus_base,success@10,0.0,0.0,0.0
490595,pca_minus_base,success@10,0.0,0.0,0.0
1103812,pca_minus_base,success@10,0.0,0.0,0.0
87181,pca_minus_base,success@10,0.0,0.0,0.0
443396,pca_minus_base,success@10,0.0,0.0,0.0
87452,pca_minus_base,success@10,0.0,0.0,0.0
855410,pca_minus_base,success@10,0.0,0.0,0.0
1114646,pca_minus_base,success@10,0.0,0.0,0.0
19335,pca_minus_base,success@10,0.0,0.0,0.0
47923,pca_minus_base,success@10,0.0,0.0,0.0
405717,pca_minus_base,success@10,0.0,0.0,0.0
182539,pca_minus_base,success@10,0.0,0.0,0.0
1113437,pca_minus_base,success@10,0.0,0.0,0.0
1129237,pca_minus_base,success@10,0.0,0.0,0.0
146187,pca_minus_base,success@10,0.0,0.0,0.0
156493,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1110199,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1063750,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
130510,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
489204,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
573724,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
168216,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1133167,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
527433,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1037798,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
915593,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
264014,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1121402,pca_minus_base,mrr@10,0.015447845804988666,0.011759581881533103,0.16666666666666669
962179,pca_minus_base,mrr@10,0.015447845804988666,0.020905923344947737,-0.20833333333333331
1117099,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
148538,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
451602,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
359349,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1115776,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1112341,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
131843,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
104861,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
833860,pca_minus_base,mrr@10,0.015447845804988666,0.003629500580720096,0.5
207786,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1114819,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
183378,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1106007,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1124210,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
490595,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1103812,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
87181,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
443396,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
87452,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
855410,pca_minus_base,mrr@10,0.015447845804988666,0.011178861788617888,0.19047619047619052
1114646,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
19335,pca_minus_base,mrr@10,0.015447845804988666,0.02801974448315912,-0.5
47923,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
405717,pca_minus_base,mrr@10,0.015447845804988666,0.003629500580720096,0.5
182539,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1113437,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
1129237,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
146187,pca_minus_base,mrr@10,0.015447845804988666,0.015824622531939607,0.0
156493,pca_minus_base,ndcg@10,0.015289012434149383,0.01556599566028515,0.003932700162582847
1110199,pca_minus_base,ndcg@10,0.015289012434149383,0.01942569595549626,-0.15431501194107256
1063750,pca_minus_base,ndcg@10,0.015289012434149383,0.012016985773357795,0.14944210552660442
130510,pca_minus_base,ndcg@10,0.015289012434149383,0.017060874021642837,-0.057357312653082304
489204,pca_minus_base,ndcg@10,0.015289012434149383,0.011067323121552845,0.18837827425060738
573724,pca_minus_base,ndcg@10,0.015289012434149383,0.015367739677130773,0.012061195471912312
168216,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
1133167,pca_minus_base,ndcg@10,0.015289012434149383,0.013968470738963337,0.0694312219367772
527433,pca_minus_base,ndcg@10,0.015289012434149383,0.015170625965793853,0.020142857636726075
1037798,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
915593,pca_minus_base,ndcg@10,0.015289012434149383,0.012627155419450418,0.12442515003680688
264014,pca_minus_base,ndcg@10,0.015289012434149383,0.01576978482259383,-0.00442265549207288
1121402,pca_minus_base,ndcg@10,0.015289012434149383,0.013458631082103363,0.09033464786803608
962179,pca_minus_base,ndcg@10,0.015289012434149383,0.02016277184020842,-0.1845351232142713
1117099,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
148538,pca_minus_base,ndcg@10,0.015289012434149383,0.014488707296469653,0.04810152307901827
451602,pca_minus_base,ndcg@10,0.015289012434149383,0.013659692355788561,0.08209113564694298
359349,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
1115776,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
1112341,pca_minus_base,ndcg@10,0.015289012434149383,0.015517676191901905,0.005913798366295908
131843,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
104861,pca_minus_base,ndcg@10,0.015289012434149383,0.01920566987967727,-0.14529394283249397
833860,pca_minus_base,ndcg@10,0.015289012434149383,0.01027440061698848,0.22088809693774636
207786,pca_minus_base,ndcg@10,0.015289012434149383,0.016678797359561345,-0.041692169507741184
1114819,pca_minus_base,ndcg@10,0.015289012434149383,0.012593647560037306,0.1257989722727445
183378,pca_minus_base,ndcg@10,0.015289012434149383,0.013229146967751484,0.0997434965564632
1106007,pca_minus_base,ndcg@10,0.015289012434149383,0.01546202615445186,0.008195449901747809
1124210,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
490595,pca_minus_base,ndcg@10,0.015289012434149383,0.015974624980512254,-0.012821101966728365
1103812,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
87181,pca_minus_base,ndcg@10,0.015289012434149383,0.015036361403205401,0.025647704702852603
443396,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
87452,pca_minus_base,ndcg@10,0.015289012434149383,0.020064335211858894,-0.18049922145194058
855410,pca_minus_base,ndcg@10,0.015289012434149383,0.011596874526039204,0.16666666666666669
1114646,pca_minus_base,ndcg@10,0.015289012434149383,0.012622177398673745,0.12462924888865046
19335,pca_minus_base,ndcg@10,0.015289012434149383,0.023845234095804788,-0.3355160756937223
47923,pca_minus_base,ndcg@10,0.015289012434149383,0.012423926795699293,0.132757523610603
405717,pca_minus_base,ndcg@10,0.015289012434149383,0.013331570320282928,0.09554413910267401
182539,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
1113437,pca_minus_base,ndcg@10,0.015289012434149383,0.01557148269869088,0.0037077315879479045
1129237,pca_minus_base,ndcg@10,0.015289012434149383,0.016619049401397107,-0.039242503223007374
146187,pca_minus_base,ndcg@10,0.015289012434149383,0.015661915176445707,0.0
156493,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
1110199,rars_minus_base,recall@10,-0.02430444466810737,-0.020832195351069338,-0.16666666666666663
1063750,rars_minus_base,recall@10,-0.02430444466810737,-0.026148017740062462,0.051282051282051294
130510,rars_minus_base,recall@10,-0.02430444466810737,-0.020019187220988038,-0.20000000000000007
489204,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
573724,rars_minus_base,recall@10,-0.02430444466810737,-0.024897236001475843,0.0
168216,rars_minus_base,recall@10,-0.02430444466810737,-0.02557474277654359,0.02777777777777779
1133167,rars_minus_base,recall@10,-0.02430444466810737,-0.02563633430154975,0.030303030303030276
